,호선,역명,자치구,역번호,미세먼지,이산화탄소,포름알데히드,일산화탄소,공기질점수,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월,승객수
0,1호선,서울역,중구,150,0.3355592654424041,0.6231454005934718,0.37116564417177905,0.1666666666666666,0.40843118268953016,3198290.0,2271168.0,1601396.0,1803550.0,2112629.0,2201148.0,2391615.0,1986290.0,1705059.0,2121997.0,2218093.0,1648262.0,0.4787100229283056
1,1호선,시청,중구,151,0.7412353923205343,0.5727002967359051,0.41411042944785276,0.4999999999999999,0.7002210445069467,1477362.0,1149641.0,888317.0,874072.0,962697.0,1042088.0,1134098.0,922958.0,853911.0,994423.0,1072922.0,857434.0,0.22506249900231307
2,1호선,종각,종로구,152,0.7262103505843072,0.8011869436201781,0.4969325153374233,0.41666666666666663,0.7851642829606004,2462560.0,1945843.0,1475933.0,1586710.0,1745454.0,1892509.0,2069902.0,1626359.0,1378130.0,1702997.0,1758055.0,1314449.0,0.39499005427806205
3,1호선,종로3가,종로구,153,0.8180300500834724,0.6795252225519288,0.5,0.7499999999999999,0.9074467586778283,1935106.0,1421415.0,1095035.0,1224282.0,1374997.0,1360814.0,1523797.0,1212158.0,1051916.0,1298918.0,1297683.0,953894.0,0.29358834795115013
4,1호선,종로5가,종로구,154,0.7195325542570953,0.34124629080118696,0.37116564417177905,0.5833333333333333,0.6153504282171965,1527217.0,1149021.0,947157.0,1040487.0,1182917.0,1182427.0,1263489.0,1017196.0,988661.0,1124400.0,1100466.0,930913.0,0.24889851470210922
5,1호선,동대문,종로구,155,0.7212020033388982,0.42729970326409494,0.3957055214723926,0.5833333333333333,0.6601306328526868,853074.0,618961.0,507532.0,578736.0,674203.0,656902.0,678855.0,552414.0,558966.0,665350.0,642474.0,509127.0,0.13291849024369257
6,1호선,신설동,동대문구,156,0.7045075125208681,0.2789317507418398,0.21165644171779138,0.5833333333333333,0.5208744058481395,874966.0,743203.0,629681.0,664350.0,735967.0,769029.0,789347.0,638119.0,640524.0,723700.0,709105.0,618252.0,0.15315740170788428
7,1호선,제기동,동대문구,157,0.692821368948247,0.23738872403560832,0.28834355828220853,0.3333333333333333,0.4305096095834245,1218944.0,856496.0,738627.0,847495.0,926402.0,895095.0,943880.0,803572.0,922705.0,964302.0,944003.0,787553.0,0.198181426009007
8,1호선,청량리,동대문구,158,0.5876460767946577,0.39465875370919884,0.30981595092024544,0.24999999999999992,0.4266139930930408,1453835.0,1068751.0,912434.0,1014531.0,1134388.0,1126493.0,1183648.0,1013206.0,1049171.0,1136702.0,1120268.0,935533.0,0.2429534491934991
9,1호선,동묘앞,종로구,159,0.5191986644407347,0.44510385756676557,0.35582822085889576,0.5833333333333333,0.5707493210758108,618741.0,454685.0,420816.0,491397.0,555608.0,529687.0,535399.0,425595.0,473384.0,578592.0,525867.0,432133.0,0.10459994993071674
10,2호선,시청,중구,201,0.8848080133555926,0.41839762611275966,0.17484662576687116,0.4999999999999999,0.6005016182561068,1410239.0,1206303.0,988688.0,979300.0,1028747.0,1126264.0,1205606.0,980247.0,924240.0,1031394.0,1124381.0,911876.0,0.23844341762181806
11,2호선,을지로입구,중구,202,0.4156928213689483,0.42136498516320475,0.17177914110429449,0.4999999999999999,0.41333748742967585,2913336.0,2175839.0,1626671.0,1692730.0,1819400.0,2006038.0,2147933.0,1759518.0,1609473.0,1851730.0,1950678.0,1628755.0,0.4382692263517052
12,2호선,을지로3가,중구,203,0.6327212020033389,0.5192878338278932,0.2791411042944786,0.41666666666666663,0.5485523202089352,1309227.0,1116090.0,877009.0,909261.0,963709.0,1049054.0,1152166.0,914767.0,831117.0,964878.0,1022103.0,821795.0,0.2192467726531386
13,2호선,을지로4가,중구,204,0.17863105175292157,0.6201780415430267,0.1625766871165644,0.3333333333333333,0.3279285573042517,761484.0,637805.0,540873.0,568481.0,611620.0,644023.0,679695.0,554199.0,566325.0,607138.0,635746.0,566007.0,0.13052018714854652
14,2호선,신당,중구,206,0.6594323873121869,0.4332344213649852,0.09815950920245399,0.5833333333333333,0.5191714006479133,867095.0,735019.0,632937.0,664287.0,723991.0,738969.0,780018.0,662828.0,651118.0,727709.0,736971.0,627558.0,0.15339600948590992
15,2호선,상왕십리,성동구,207,0.4290484140233723,0.17804154302670624,0.19325153374233128,0.3333333333333333,0.2636900012282102,802946.0,689058.0,588877.0,615493.0,672523.0,709882.0,756794.0,641050.0,604066.0,684288.0,708091.0,591287.0,0.14397112878979895
16,2호선,왕십리,성동구,208,0.49415692821368956,0.43026706231454004,0.3588957055214724,0.1666666666666666,0.3898627240064316,983439.0,822170.0,670651.0,707364.0,776744.0,792564.0,862291.0,721933.0,645306.0,776988.0,786329.0,597940.0,0.16498317461837744
17,2호선,잠실,송파구,216,0.5375626043405676,0.7418397626112759,0.352760736196319,0.3333333333333333,0.5954932549581583,4823936.0,3618613.0,2921517.0,3037682.0,3419154.0,3439471.0,3802188.0,3164868.0,2753279.0,3455953.0,3498971.0,2678759.0,0.7776246952918132
18,2호선,종합운동장,송파구,218,0.679465776293823,0.10682492581602374,0.2730061349693251,0.0833333333333333,0.26726217703139815,583973.0,408767.0,299965.0,317674.0,379846.0,400603.0,442165.0,386720.0,319944.0,452063.0,441035.0,300117.0,0.07911694292374247
19,2호선,삼성,강남구,219,0.5993322203672788,0.3056379821958457,0.3957055214723926,0.0833333333333333,0.363545200800172,3345285.0,2706854.0,2056593.0,2164935.0,2413305.0,2723491.0,2940221.0,2433209.0,2070861.0,2429165.0,2621848.0,2039708.0,0.5699322468376731
20,2호선,선릉,강남구,220,0.6110183639398999,0.4836795252225519,0.3742331288343558,0.4999999999999999,0.5968632666350054,2934435.0,2638737.0,2253736.0,2345051.0,2481229.0,2700378.0,2864148.0,2330121.0,2161550.0,2426977.0,2580811.0,2166876.0,0.5687364630918132
21,2호선,역삼,강남구,221,0.4223706176961602,0.49554896142433236,0.4202453987730061,0.5833333333333333,0.577942952224173,2920536.0,2631111.0,2171063.0,2219309.0,2347302.0,2580891.0,2793577.0,2295141.0,2093208.0,2300025.0,2485161.0,2086322.0,0.5500402384170008
22,2호선,강남,강남구,222,0.36560934891485813,0.9465875370919882,0.6134969325153374,0.4999999999999999,0.7790602439026578,5992246.0,4905734.0,3795390.0,4074947.0,4344053.0,4522937.0,5155426.0,4144760.0,3361408.0,4204339.0,4350937.0,3185371.0,1.0
23,2호선,교대,서초구,223,0.45242070116861444,0.658753709198813,0.41411042944785276,0.1666666666666666,0.4863795982954798,2156367.0,1821187.0,1525501.0,1579975.0,1753495.0,1890322.0,2015454.0,1634347.0,1501321.0,1718100.0,1814833.0,1444747.0,0.3929800412000899
24,2호선,서초,서초구,224,0.6093489148580967,0.18397626112759644,0.32515337423312884,0.0833333333333333,0.29086902336643927,1250331.0,1102857.0,858379.0,896933.0,1043000.0,1149114.0,1157442.0,951212.0,879984.0,1028197.0,1120504.0,873647.0,0.22665251021923413
25,2호선,방배,서초구,225,0.6176961602671118,0.28486646884273,0.3374233128834356,0.1666666666666666,0.3725774306470356,1023378.0,862771.0,708736.0,753411.0,842868.0,904645.0,936849.0,774225.0,742279.0,882850.0,930344.0,704283.0,0.1829497154110217
26,2호선,사당,동작구,226,0.5258764607679465,0.5578635014836796,0.1533742331288344,0.7499999999999999,0.6041163090294659,2582167.0,2111967.0,1719401.0,1870314.0,2077614.0,2134413.0,2299740.0,1887469.0,1705061.0,2092898.0,2099174.0,1586140.0,0.45742981832169793
27,2호선,낙성대,관악구,227,0.5609348914858098,0.22255192878338279,0.10122699386503066,0.5833333333333333,0.3970669455081897,1646017.0,1421666.0,1206401.0,1277411.0,1392440.0,1448292.0,1534362.0,1317649.0,1235106.0,1404570.0,1427674.0,1183831.0,0.30809917377895774
28,2호선,서울대입구,관악구,228,0.5041736227045075,0.18991097922848665,0.08895705521472394,0.4999999999999999,0.32327056569042945,2948827.0,2545154.0,2134511.0,2258971.0,2472723.0,2550715.0,2731555.0,2318987.0,2116143.0,2472875.0,2490123.0,2017335.0,0.5526541392229761
29,2호선,봉천,관악구,229,0.41903171953255436,0.08902077151335312,0.07668711656441718,0.4999999999999999,0.2441703544426309,1392628.0,1227138.0,1051316.0,1107103.0,1204302.0,1238095.0,1300188.0,1138083.0,1079459.0,1197380.0,1219496.0,1044643.0,0.2634108200266232
30,2호선,신림,관악구,230,0.6126878130217028,0.456973293768546,0.03680981595092025,0.41666666666666663,0.41904183485187724,3961463.0,3430854.0,2957131.0,3071558.0,3290681.0,3354799.0,3516808.0,3088007.0,2882076.0,3257464.0,3307740.0,2809313.0,0.744793553754982
31,2호선,문래,영등포구,235,0.5091819699499165,0.12759643916913946,0.25153374233128833,0.4999999999999999,0.3652616512940492,1179186.0,1031333.0,892393.0,937437.0,1015809.0,1088872.0,1158282.0,959460.0,912748.0,1036763.0,1080483.0,887417.0,0.2240942073421192
32,2호선,영등포구청,영등포구,236,0.671118530884808,0.3056379821958457,0.22392638036809814,0.24999999999999992,0.39014056141759623,1284105.0,1145539.0,1000372.0,1036874.0,1098302.0,1172293.0,1236687.0,1035245.0,1002025.0,1116488.0,1168418.0,1007347.0,0.245965685020602
33,2호선,합정,마포구,238,0.5859766277128549,0.6023738872403561,0.3190184049079754,0.4999999999999999,0.6121956656923393,2012203.0,1735566.0,1419499.0,1515575.0,1605184.0,1675570.0,1822406.0,1509085.0,1357947.0,1655027.0,1657647.0,1243647.0,0.36093155342092736
34,2호선,홍대입구,마포구,239,0.46744574290484137,0.9584569732937686,0.8036809815950919,0.7499999999999999,1.0,4778691.0,3590497.0,2440050.0,2676971.0,2646069.0,2736274.0,3224454.0,2691823.0,2195630.0,2985856.0,2880246.0,1953538.0,0.6644375128725947
35,2호선,신촌,마포구,240,0.5776293823038399,0.44807121661721067,0.15030674846625763,0.41666666666666663,0.44677904630157067,2611163.0,2069551.0,1523356.0,1627438.0,1724934.0,1762475.0,2029954.0,1695114.0,1386609.0,1736522.0,1746241.0,1347399.0,0.40086628425570225
36,2호선,이대,마포구,241,0.5292153589315526,0.5281899109792285,0.3957055214723926,0.5833333333333333,0.623793401830186,942267.0,743983.0,492497.0,527469.0,608574.0,634958.0,684668.0,579557.0,532274.0,667384.0,686615.0,515325.0,0.1352346228704494
37,2호선,아현,마포구,242,0.5893155258764606,0.4094955489614243,0.24233128834355824,0.41666666666666663,0.4727605907231436,576853.0,482872.0,401641.0,427461.0,480413.0,513555.0,538972.0,454409.0,449159.0,513515.0,527090.0,434304.0,0.09989553974570567
38,2호선,충정로,서대문구,243,0.6160267111853089,0.658753709198813,0.2791411042944786,0.5833333333333333,0.6640055444596553,619376.0,550156.0,456923.0,458392.0,501666.0,533023.0,565780.0,465962.0,453998.0,509098.0,535436.0,439960.0,0.10553176031686147
39,2호선,신설동,동대문구,246,0.23038397328881463,0.17507418397626112,0.352760736196319,0.1666666666666666,0.18040657109213,237570.0,194453.0,155640.0,165694.0,184316.0,183223.0,192503.0,158457.0,158377.0,181129.0,186944.0,154481.0,0.028890268454677365
40,2호선,양천구청,양천구,248,0.27045075125208684,0.020771513353115726,0.13803680981595093,0.3333333333333333,0.11566985925900199,428812.0,354009.0,283006.0,306196.0,345400.0,358123.0,387032.0,318227.0,303464.0,354057.0,361528.0,297338.0,0.06674212099869144
41,2호선,신정네거리,양천구,249,0.7612687813021703,0.13649851632047477,0.2361963190184049,0.5833333333333333,0.4964895792013646,577590.0,487749.0,408507.0,441333.0,494734.0,512582.0,547554.0,468885.0,447445.0,511850.0,518168.0,439293.0,0.10097491046124868
42,2호선,용두,동대문구,250,0.21035058430717876,0.08605341246290801,0.23006134969325154,0.1666666666666666,0.08796297523551683,148450.0,120214.0,106903.0,111120.0,120264.0,122525.0,127877.0,112342.0,116778.0,118668.0,122769.0,110426.0,0.014982006594661897
43,3호선,구파발,은평구,310,0.5158597662771286,0.10385756676557864,0.17791411042944785,0.3333333333333333,0.2626089971940928,1250861.0,1020698.0,831791.0,941958.0,1048222.0,1100083.0,1166975.0,956389.0,913505.0,1083017.0,1061949.0,871051.0,0.22538518502079666
44,3호선,연신내,은평구,311,0.8146911519198663,0.2195845697329377,0.13190184049079753,0.41666666666666663,0.4428580677180836,2353684.0,1982636.0,1701207.0,1808020.0,1980472.0,2019832.0,2112118.0,1779328.0,1707071.0,1960245.0,1946846.0,1641705.0,0.43459117807261294
45,3호선,불광,은평구,312,0.649415692821369,0.26706231454005935,0.2177914110429448,0.41666666666666663,0.43013030763599647,1073417.0,888058.0,756524.0,815049.0,905986.0,919630.0,952429.0,810233.0,793617.0,922680.0,912171.0,762962.0,0.19163430267621487
46,3호선,녹번,은평구,313,0.46911519198664453,0.2997032640949555,0.34969325153374226,0.3333333333333333,0.3906041275429062,758849.0,643762.0,555598.0,585446.0,644938.0,701513.0,759822.0,645597.0,625447.0,710150.0,733144.0,625804.0,0.14252501809463405
47,3호선,홍제,서대문구,314,0.6611018363939901,0.5519287833827893,0.2576687116564417,0.5833333333333333,0.6308092508178523,1042593.0,870656.0,744392.0,802767.0,890170.0,913189.0,949722.0,796813.0,776797.0,894820.0,900403.0,752872.0,0.1881776922265296
48,3호선,무악재,서대문구,315,0.7512520868113521,0.19584569732937684,0.294478527607362,0.3333333333333333,0.4396930613523952,238530.0,200568.0,170620.0,181471.0,199860.0,208763.0,220280.0,184105.0,177364.0,205673.0,208059.0,174747.0,0.033119546059263184
49,3호선,독립문,서대문구,316,0.7128547579298831,0.35311572700296734,0.29141104294478526,0.41666666666666663,0.5191269419746101,456736.0,356528.0,299915.0,340280.0,386727.0,391056.0,408050.0,339525.0,330516.0,410864.0,394274.0,315661.0,0.07322348459629792
50,3호선,경복궁,종로구,317,0.5358931552587647,0.3768545994065282,0.3834355828220859,0.4999999999999999,0.5279563740802394,1348716.0,999581.0,723099.0,803940.0,921696.0,952407.0,1036117.0,835278.0,759082.0,990148.0,1038991.0,723897.0,0.20370769661440538
51,3호선,안국,종로구,318,0.3689482470784642,0.3115727002967359,0.6134969325153374,0.4999999999999999,0.5270926000861841,1407115.0,1055789.0,761961.0,832314.0,960444.0,1008289.0,1109274.0,862850.0,778382.0,1029912.0,1070643.0,723069.0,0.21280056656937027
52,3호선,종로3가,종로구,319,0.8647746243739565,0.5875370919881305,0.294478527607362,0.4999999999999999,0.7076978420862352,714572.0,574054.0,484676.0,495166.0,525228.0,556592.0,616889.0,482819.0,448247.0,525569.0,540538.0,429329.0,0.1114479756396974
53,3호선,을지로3가,중구,320,0.4824707846410685,0.5816023738872403,0.18098159509202452,0.24999999999999992,0.40783994234289545,650013.0,557889.0,453038.0,467683.0,504382.0,544383.0,591394.0,465725.0,434438.0,490641.0,516542.0,426623.0,0.10578446224772148
54,3호선,동대입구,중구,322,0.5943238731218699,0.17210682492581603,0.2607361963190184,0.3333333333333333,0.354167822213669,602179.0,424499.0,338833.0,355447.0,385768.0,405136.0,418525.0,352478.0,341576.0,414558.0,435334.0,336240.0,0.0806295531024462
55,3호선,약수,중구,323,0.7545909849749582,0.49258160237388726,0.14110429447852763,0.41666666666666663,0.5314507128569625,791009.0,674766.0,568022.0,595004.0,654987.0,690547.0,732321.0,611096.0,579821.0,663987.0,677983.0,554896.0,0.1387166573030099
56,3호선,금호,성동구,324,0.4958263772954925,0.1632047477744807,0.24233128834355824,0.24999999999999992,0.2707453597199263,485250.0,410379.0,347908.0,370904.0,410185.0,423246.0,449999.0,380427.0,360979.0,412464.0,418468.0,348715.0,0.08079212253658932
57,3호선,압구정,강남구,326,0.5375626043405676,0.258160237388724,0.07975460122699388,0.24999999999999992,0.26042016824516506,2052898.0,1684727.0,1348724.0,1421709.0,1578257.0,1676035.0,1824772.0,1537076.0,1439118.0,1616361.0,1650545.0,1391600.0,0.3611742298148955
58,3호선,신사,강남구,327,0.666110183639399,0.35014836795252224,0.0950920245398773,0.24999999999999992,0.3545070155843046,1986058.0,1695799.0,1350593.0,1409209.0,1561117.0,1627485.0,1763254.0,1440261.0,1323558.0,1568803.0,1610562.0,1277869.0,0.34935277859214986
59,3호선,잠원,서초구,328,0.30550918196994986,0.05341246290801187,0.05521472392638036,0.3333333333333333,0.10963760083444911,355881.0,290845.0,228622.0,253878.0,295720.0,309039.0,322208.0,262960.0,240186.0,268856.0,256490.0,195690.0,0.05084109387757008
60,3호선,고속터미널,서초구,329,0.38063439065108506,0.7922848664688428,0.3159509202453988,0.41666666666666663,0.5715761222802471,3441957.0,2256799.0,1570212.0,1892089.0,2356153.0,2298233.0,2513819.0,2182515.0,1815366.0,2310662.0,2272378.0,1753470.0,0.5060448147339184
61,3호선,교대,서초구,330,0.5776293823038399,0.6053412462908012,0.07668711656441718,0.41666666666666663,0.48014614538170436,680501.0,571147.0,483934.0,506807.0,555427.0,605369.0,651927.0,517057.0,477895.0,557152.0,590377.0,464562.0,0.11667441455731319
62,3호선,남부터미널,서초구,331,0.47913188647746247,0.20771513353115728,0.14110429447852763,0.41666666666666663,0.3079438411551813,1983609.0,1566495.0,1214145.0,1308519.0,1474317.0,1540112.0,1684342.0,1406976.0,1260621.0,1482540.0,1552373.0,1226636.0,0.3315621616381299
63,3호선,양재,서초구,332,0.5308848080133555,0.42433234421364985,0.13190184049079753,0.24999999999999992,0.3448413395542932,2355441.0,2010771.0,1635102.0,1709494.0,1899107.0,2053206.0,2165017.0,1755120.0,1676274.0,1925666.0,2033482.0,1644771.0,0.4320660470690197
64,3호선,매봉,강남구,333,0.2671118530884808,0.35014836795252224,0.0736196319018405,0.1666666666666666,0.1535458687309219,638137.0,549317.0,465756.0,479452.0,526106.0,583634.0,622626.0,517758.0,490319.0,559634.0,595519.0,502509.0,0.11411667622499408
65,3호선,도곡,강남구,334,0.6393989983305508,0.4124629080118694,0.05521472392638036,0.24999999999999992,0.35280219195079465,324859.0,266238.0,207167.0,221445.0,257162.0,282204.0,297824.0,239395.0,229866.0,264791.0,279328.0,225397.0,0.04724554700691976
66,3호선,대치,강남구,335,0.4290484140233723,0.32344213649851633,0.15030674846625763,0.0,0.17159583955234148,722828.0,584030.0,405055.0,453606.0,531111.0,555200.0,605182.0,520252.0,443224.0,550612.0,572591.0,428502.0,0.11102970634715768
67,3호선,학여울,강남구,336,0.2871452420701169,0.08902077151335312,0.0705521472392638,0.0833333333333333,0.022912192697807147,125089.0,100755.0,70222.0,77152.0,88510.0,124161.0,119666.0,87834.0,77115.0,108850.0,118469.0,73674.0,0.009787435257418799
68,3호선,대청,강남구,337,0.5826377295492488,0.17804154302670624,0.08895705521472394,0.0833333333333333,0.18363121802855856,552708.0,468237.0,378103.0,399729.0,445673.0,493406.0,524824.0,426080.0,399212.0,466219.0,483010.0,398004.0,0.09278930292733997
69,3호선,일원,강남구,338,0.41903171953255436,0.18100890207715134,0.04294478527607363,0.0833333333333333,0.10120074624945911,570746.0,455770.0,350634.0,383689.0,423181.0,472033.0,512557.0,422069.0,397387.0,463423.0,479960.0,395638.0,0.09068456312603639
70,3호선,수서,강남구,339,0.44407345575959944,0.258160237388724,0.1441717791411043,0.1666666666666666,0.21558309614969218,1094596.0,860692.0,653949.0,737233.0,870572.0,913247.0,974178.0,813470.0,736421.0,882254.0,918835.0,703403.0,0.18474479265827012
71,3호선,가락시장,송파구,340,0.6677796327212019,0.17507418397626112,0.17791411042944785,0.0833333333333333,0.25189347598427886,573752.0,453215.0,375502.0,406454.0,454704.0,480567.0,508543.0,418277.0,410857.0,459970.0,475218.0,388640.0,0.09221490779815461
72,3호선,경찰병원,송파구,341,0.2404006677796328,0.0,0.23312883435582823,0.0833333333333333,0.03360690193868991,455507.0,381976.0,315580.0,332661.0,363883.0,393596.0,419728.0,348367.0,327420.0,369378.0,382355.0,323504.0,0.07290856593552275
73,3호선,오금,송파구,342,0.2687813021702839,0.06528189910979229,0.05521472392638036,0.0833333333333333,0.0,358995.0,306127.0,254773.0,268119.0,297726.0,316867.0,333971.0,275895.0,261203.0,299007.0,306561.0,251573.0,0.05571646380041433
74,4호선,쌍문,도봉구,413,0.6293823038397329,0.24925816023738873,0.04294478527607363,0.3333333333333333,0.3120526224769975,1764540.0,1514888.0,1332017.0,1373309.0,1481074.0,1525117.0,1596446.0,1353920.0,1297458.0,1459622.0,1490488.0,1289342.0,0.3272314411738483
75,4호선,수유,강북구,414,0.5308848080133555,0.27002967359050445,0.05521472392638036,0.3333333333333333,0.2859430239835912,2151009.0,1845702.0,1618205.0,1668283.0,1794956.0,1828867.0,1920291.0,1634944.0,1556670.0,1776473.0,1794452.0,1544769.0,0.39841080639967985
76,4호선,미아,강북구,415,0.5075125208681136,0.22255192878338279,0.08895705521472394,0.1666666666666666,0.20465997350405318,907818.0,778803.0,684161.0,709281.0,779394.0,814019.0,843127.0,703286.0,695458.0,782999.0,789616.0,675983.0,0.16537691541289054
77,4호선,미아사거리,강북구,416,0.5308848080133555,0.0712166172106825,0.052147239263803685,0.0833333333333333,0.10569351905609371,1739599.0,1468063.0,1268629.0,1332668.0,1473941.0,1511785.0,1584696.0,1324665.0,1270645.0,1456349.0,1470141.0,1247176.0,0.3208099582587258
78,4호선,길음,성북구,417,0.4357262103505844,0.10979228486646884,0.0,0.1666666666666666,0.09556303834565824,1226773.0,1011294.0,851524.0,895707.0,998114.0,1066592.0,1104158.0,904138.0,879295.0,1023798.0,1046287.0,859862.0,0.2180080056345464
79,4호선,성신여대입구,성북구,418,0.6060100166944907,0.34718100890207715,0.23006134969325154,0.24999999999999992,0.3831877453889845,1291715.0,1013165.0,872638.0,922840.0,1040013.0,1060313.0,1125630.0,923924.0,862616.0,1037517.0,1050342.0,831500.0,0.22121366618894495
80,4호선,한성대입구,성북구,419,0.5409015025041737,0.41543026706231456,0.3803680981595091,0.41666666666666663,0.5108772860040031,817809.0,681169.0,574414.0,611491.0,689820.0,723713.0,752553.0,608442.0,597880.0,707372.0,734059.0,576930.0,0.14419104818837575
81,4호선,혜화,종로구,420,0.6010016694490817,0.39465875370919884,0.0030674846625767032,0.1666666666666666,0.2763426135446107,2336574.0,1729681.0,1261446.0,1363682.0,1595634.0,1620726.0,1810422.0,1494999.0,1309642.0,1648186.0,1710402.0,1217338.0,0.35877802916243745
82,4호선,동대문,종로구,421,0.5692821368948248,0.887240356083086,0.2638036809815951,0.41666666666666663,0.6639010289964381,1276952.0,1028479.0,894721.0,978978.0,1079936.0,1101854.0,1179493.0,880009.0,918028.0,1034733.0,1012028.0,879187.0,0.2257336259622082
83,4호선,동대문,종로구,421,0.5008347245409015,0.516320474777448,0.18711656441717792,0.24999999999999992,0.391572116958687,1276952.0,1028479.0,894721.0,978978.0,1079936.0,1101854.0,1179493.0,880009.0,918028.0,1034733.0,1012028.0,879187.0,0.2257336259622082
84,4호선,충무로,중구,423,0.6327212020033389,0.7596439169139466,0.19018404907975459,0.41666666666666663,0.6089435018193669,1689974.0,1415080.0,1184614.0,1195063.0,1270411.0,1369746.0,1415364.0,1152478.0,1143334.0,1273428.0,1336373.0,1133765.0,0.29027145260490705
85,4호선,명동,중구,424,0.6293823038397329,0.8931750741839762,0.3834355828220859,0.5833333333333333,0.8044424438265957,2104842.0,1395754.0,757529.0,788873.0,904449.0,960406.0,1012238.0,813566.0,770666.0,969161.0,979332.0,753526.0,0.22468131446274217
86,4호선,회현,중구,425,0.47579298831385636,0.744807121661721,0.3650306748466257,0.4999999999999999,0.643413346324005,1649222.0,1245302.0,997371.0,1093373.0,1244892.0,1261024.0,1313169.0,948711.0,1001808.0,1164033.0,1185659.0,994272.0,0.2614447441074177
87,4호선,서울역,중구,426,0.5242070116861436,0.9050445103857567,0.4079754601226994,0.4999999999999999,0.7437719276282626,1071889.0,801975.0,538042.0,593346.0,657439.0,709038.0,767920.0,624312.0,539419.0,661607.0,697603.0,518520.0,0.14624400560495646
88,4호선,숙대입구,용산구,427,0.6126878130217028,0.18694362017804153,0.33128834355828224,0.3333333333333333,0.39555355137716935,821856.0,696833.0,562042.0,585819.0,647438.0,690664.0,714958.0,595685.0,556013.0,647181.0,671592.0,527332.0,0.1372171873911061
89,4호선,삼각지,용산구,428,0.6310517529215358,0.2551928783382789,0.20245398773006135,0.41666666666666663,0.4119526848185478,303031.0,257642.0,212671.0,219690.0,236330.0,253375.0,267991.0,222918.0,207597.0,241600.0,248634.0,200041.0,0.04288188827385951
90,4호선,신용산,용산구,429,0.6060100166944907,0.26112759643916916,0.34969325153374226,0.4999999999999999,0.4963036635926872,983611.0,800686.0,657694.0,684780.0,743515.0,802608.0,872424.0,718863.0,655009.0,770261.0,819798.0,621176.0,0.16472437949713464
91,4호선,이촌,용산구,430,0.5509181969949916,0.47181008902077154,0.3773006134969325,0.4999999999999999,0.569379071992396,547207.0,386437.0,286355.0,310717.0,375317.0,381836.0,423562.0,367688.0,323087.0,405796.0,398657.0,299177.0,0.07469721905233564
92,4호선,이수(총신대입구),동작구,432,0.6293823038397329,0.4332344213649852,0.3404907975460123,0.4999999999999999,0.5706070963574945,1295872.0,1072880.0,880768.0,947191.0,1059982.0,1091796.0,1148783.0,962195.0,907818.0,1043311.0,1042049.0,851384.0,0.2265051250933932
93,4호선,사당,동작구,433,0.7111853088480802,0.5014836795252225,0.2791411042944786,0.41666666666666663,0.5727488177819692,1544558.0,1259283.0,1015364.0,1099876.0,1229841.0,1253722.0,1350140.0,1103566.0,997492.0,1235784.0,1238903.0,931833.0,0.26458918075205934
94,4호선,남태령,서초구,434,0.676126878130217,0.002967359050445104,0.08895705521472394,0.24999999999999992,0.21756921827904968,73733.0,58538.0,42028.0,47810.0,56569.0,57334.0,63402.0,52772.0,50569.0,59773.0,59803.0,46397.0,0.0
95,5호선,개화산,강서구,2512,0.1552587646076794,0.04747774480712166,0.1533742331288344,0.41666666666666663,0.11973252915370831,329657.0,284395.0,249652.0,253513.0,260816.0,269576.0,283721.0,242614.0,233270.0,265316.0,264298.0,229621.0,0.04862328938060091
96,5호선,김포공항,강서구,2513,0.3088480801335559,0.4124629080118694,0.4325153374233128,0.41666666666666663,0.43793131368542293,498754.0,342193.0,252603.0,266387.0,324765.0,347752.0,383596.0,373978.0,304794.0,393578.0,392726.0,315420.0,0.06867625146927651
97,5호선,송정,강서구,2514,0.21368948247078456,0.26706231454005935,0.19938650306748468,0.4999999999999999,0.2822237015693328,418925.0,348599.0,302943.0,323434.0,349112.0,353230.0,366394.0,317579.0,301103.0,346047.0,343595.0,290583.0,0.06604815917515723
98,5호선,마곡,강서구,2515,0.1419031719532554,0.0771513353115727,0.16871165644171782,0.3333333333333333,0.0991188553209786,392281.0,357948.0,333684.0,354024.0,391781.0,420032.0,448998.0,378595.0,368936.0,420801.0,444227.0,383283.0,0.07837170485909546
99,5호선,발산,강서구,2516,0.328881469115192,0.1394658753709199,0.17177914110429449,0.41666666666666663,0.23302286238581013,1117662.0,971501.0,794278.0,870427.0,955297.0,995322.0,1038004.0,866257.0,803320.0,964485.0,993375.0,776783.0,0.20397554391944375
100,5호선,우장산,강서구,2517,0.3856427378964943,0.19584569732937684,0.26993865030674846,0.6666666666666665,0.4170299111747065,864377.0,718333.0,576948.0,619243.0,699010.0,748584.0,790908.0,655507.0,616514.0,717578.0,721966.0,592860.0,0.14898337162504413
101,5호선,화곡,강서구,2518,0.36560934891485813,0.314540059347181,0.3159509202453988,0.5833333333333333,0.44149763514367846,1657172.0,1438696.0,1246847.0,1295758.0,1404281.0,1434808.0,1507797.0,1292535.0,1227394.0,1387970.0,1422101.0,1220797.0,0.30889220348063284
102,5호선,까치산,강서구,2519,0.11686143572621034,0.3264094955489614,0.15644171779141106,0.5833333333333333,0.28338353973749913,1715006.0,1484093.0,1306311.0,1357988.0,1470040.0,1502450.0,1576472.0,1366230.0,1314803.0,1469903.0,1478082.0,1274446.0,0.32407004871826917
